Pourcentage erreur;Voisin;Dimension
22.7;13;('Tendance helice', 'Tendance feuillet', 'Flexibilite')
23.03;14;('Tendance helice', 'Tendance feuillet', 'Flexibilite')
23.68;15;('Tendance helice', 'Tendance feuillet', 'Flexibilite')
24.01;16;('Tendance helice', 'Tendance feuillet', 'Flexibilite')
24.34;17;('Tendance helice', 'Tendance feuillet', 'Flexibilite')
24.01;18;('Tendance helice', 'Tendance feuillet', 'Flexibilite')
24.34;19;('Tendance helice', 'Tendance feuillet', 'Flexibilite')
26.97;1;('Tendance helice', 'Tendance feuillet', 'Hydropathie')
27.63;2;('Tendance helice', 'Tendance feuillet', 'Hydropathie')
29.28;3;('Tendance helice', 'Tendance feuillet', 'Hydropathie')
28.62;4;('Tendance helice', 'Tendance feuillet', 'Hydropathie')
29.28;5;('Tendance helice', 'Tendance feuillet', 'Hydropathie')
25.99;6;('Tendance helice', 'Tendance feuillet', 'Hydropathie')
23.36;7;('Tendance helice', 'Tendance feuillet', 'Hydropathie')
24.67;8;('Tendance helice', 'Tendance feuillet', 'Hydropathie')
24.67;9;('Tendance helice', 'Tendance feuillet', 'Hydropathie')
25.33;10;('Tendance helice', 'Tendance feuillet', 'Hydropathie')
25.33;11;('Tendance helice', 'Tendance feuillet', 'Hydropathie')
24.01;12;('Tendance helice', 'Tendance feuillet', 'Hydropathie')
25.33;13;('Tendance helice', 'Tendance feuillet', 'Hydropathie')
25.0;14;('Tendance helice', 'Tendance feuillet', 'Hydropathie')
25.66;15;('Tendance helice', 'Tendance feuillet', 'Hydropathie')
24.34;16;('Tendance helice', 'Tendance feuillet', 'Hydropathie')
24.67;17;('Tendance helice', 'Tendance feuillet', 'Hydropathie')
24.67;18;('Tendance helice', 'Tendance feuillet', 'Hydropathie')
24.34;19;('Tendance helice', 'Tendance feuillet', 'Hydropathie')
26.32;1;('Tendance helice', 'Tendance feuillet', 'Pi')
27.63;2;('Tendance helice', 'Tendance feuillet', 'Pi')
28.95;3;('Tendance helice', 'Tendance feuillet', 'Pi')
28.29;4;('Tendance helice', 'Tendance feuillet', 'Pi')
29.61;5;('Tendance helice', 'Tendance feuillet', 'Pi')
28.29;6;('Tendance helice', 'Tendance feuillet', 'Pi')
26.64;7;('Tendance helice', 'Tendance feuillet', 'Pi')
26.32;8;('Tendance helice', 'Tendance feuillet', 'Pi')
26.64;9;('Tendance helice', 'Tendance feuillet', 'Pi')
26.64;10;('Tendance helice', 'Tendance feuillet', 'Pi')
26.32;11;('Tendance helice', 'Tendance feuillet', 'Pi')
26.32;12;('Tendance helice', 'Tendance feuillet', 'Pi')
25.0;13;('Tendance helice', 'Tendance feuillet', 'Pi')
26.64;14;('Tendance helice', 'Tendance feuillet', 'Pi')
25.99;15;('Tendance helice', 'Tendance feuillet', 'Pi')
25.99;16;('Tendance helice', 'Tendance feuillet', 'Pi')
26.32;17;('Tendance helice', 'Tendance feuillet', 'Pi')
26.97;18;('Tendance helice', 'Tendance feuillet', 'Pi')
27.3;19;('Tendance helice', 'Tendance feuillet', 'Pi')
28.29;1;('Tendance helice', 'Flexibilite', 'Hydropathie')
30.26;2;('Tendance helice', 'Flexibilite', 'Hydropathie')
33.22;3;('Tendance helice', 'Flexibilite', 'Hydropathie')
32.89;4;('Tendance helice', 'Flexibilite', 'Hydropathie')
32.57;5;('Tendance helice', 'Flexibilite', 'Hydropathie')
31.25;6;('Tendance helice', 'Flexibilite', 'Hydropathie')
30.26;7;('Tendance helice', 'Flexibilite', 'Hydropathie')
29.28;8;('Tendance helice', 'Flexibilite', 'Hydropathie')
27.3;9;('Tendance helice', 'Flexibilite', 'Hydropathie')
27.63;10;('Tendance helice', 'Flexibilite', 'Hydropathie')
29.61;11;('Tendance helice', 'Flexibilite', 'Hydropathie')
27.96;12;('Tendance helice', 'Flexibilite', 'Hydropathie')
26.97;13;('Tendance helice', 'Flexibilite', 'Hydropathie')
27.96;14;('Tendance helice', 'Flexibilite', 'Hydropathie')
25.33;15;('Tendance helice', 'Flexibilite', 'Hydropathie')
25.99;16;('Tendance helice', 'Flexibilite', 'Hydropathie')
25.66;17;('Tendance helice', 'Flexibilite', 'Hydropathie')
24.67;18;('Tendance helice', 'Flexibilite', 'Hydropathie')
25.0;19;('Tendance helice', 'Flexibilite', 'Hydropathie')
33.55;1;('Tendance helice', 'Flexibilite', 'Pi')
37.83;2;('Tendance helice', 'Flexibilite', 'Pi')
36.84;3;('Tendance helice', 'Flexibilite', 'Pi')
34.87;4;('Tendance helice', 'Flexibilite', 'Pi')
31.25;5;('Tendance helice', 'Flexibilite', 'Pi')
35.2;6;('Tendance helice', 'Flexibilite', 'Pi')
32.57;7;('Tendance helice', 'Flexibilite', 'Pi')
33.22;8;('Tendance helice', 'Flexibilite', 'Pi')
32.89;9;('Tendance helice', 'Flexibilite', 'Pi')
33.22;10;('Tendance helice', 'Flexibilite', 'Pi')
31.91;11;('Tendance helice', 'Flexibilite', 'Pi')
31.58;12;('Tendance helice', 'Flexibilite', 'Pi')
30.26;13;('Tendance helice', 'Flexibilite', 'Pi')
31.91;14;('Tendance helice', 'Flexibilite', 'Pi')
33.88;15;('Tendance helice', 'Flexibilite', 'Pi')
31.58;16;('Tendance helice', 'Flexibilite', 'Pi')
30.59;17;('Tendance helice', 'Flexibilite', 'Pi')
32.57;18;('Tendance helice', 'Flexibilite', 'Pi')
33.22;19;('Tendance helice', 'Flexibilite', 'Pi')
27.63;1;('Tendance helice', 'Hydropathie', 'Pi')
29.93;2;('Tendance helice', 'Hydropathie', 'Pi')
29.28;3;('Tendance helice', 'Hydropathie', 'Pi')
30.59;4;('Tendance helice', 'Hydropathie', 'Pi')
28.29;5;('Tendance helice', 'Hydropathie', 'Pi')
30.26;6;('Tendance helice', 'Hydropathie', 'Pi')
27.96;7;('Tendance helice', 'Hydropathie', 'Pi')
28.95;8;('Tendance helice', 'Hydropathie', 'Pi')
26.97;9;('Tendance helice', 'Hydropathie', 'Pi')
26.64;10;('Tendance helice', 'Hydropathie', 'Pi')
26.64;11;('Tendance helice', 'Hydropathie', 'Pi')
27.63;12;('Tendance helice', 'Hydropathie', 'Pi')
27.63;13;('Tendance helice', 'Hydropathie', 'Pi')
28.29;14;('Tendance helice', 'Hydropathie', 'Pi')
28.29;15;('Tendance helice', 'Hydropathie', 'Pi')
27.96;16;('Tendance helice', 'Hydropathie', 'Pi')
26.97;17;('Tendance helice', 'Hydropathie', 'Pi')
27.3;18;('Tendance helice', 'Hydropathie', 'Pi')
26.32;19;('Tendance helice', 'Hydropathie', 'Pi')
23.36;1;('Tendance feuillet', 'Flexibilite', 'Hydropathie')
24.67;2;('Tendance feuillet', 'Flexibilite', 'Hydropathie')
26.64;3;('Tendance feuillet', 'Flexibilite', 'Hydropathie')
24.34;4;('Tendance feuillet', 'Flexibilite', 'Hydropathie')
25.33;5;('Tendance feuillet', 'Flexibilite', 'Hydropathie')
24.67;6;('Tendance feuillet', 'Flexibilite', 'Hydropathie')
25.99;7;('Tendance feuillet', 'Flexibilite', 'Hydropathie')
24.67;8;('Tendance feuillet', 'Flexibilite', 'Hydropathie')
26.32;9;('Tendance feuillet', 'Flexibilite', 'Hydropathie')
23.68;10;('Tendance feuillet', 'Flexibilite', 'Hydropathie')
26.64;11;('Tendance feuillet', 'Flexibilite', 'Hydropathie')
23.68;12;('Tendance feuillet', 'Flexibilite', 'Hydropathie')
25.0;13;('Tendance feuillet', 'Flexibilite', 'Hydropathie')
24.34;14;('Tendance feuillet', 'Flexibilite', 'Hydropathie')
25.66;15;('Tendance feuillet', 'Flexibilite', 'Hydropathie')
25.33;16;('Tendance feuillet', 'Flexibilite', 'Hydropathie')
25.0;17;('Tendance feuillet', 'Flexibilite', 'Hydropathie')
23.36;18;('Tendance feuillet', 'Flexibilite', 'Hydropathie')
24.34;19;('Tendance feuillet', 'Flexibilite', 'Hydropathie')
27.3;1;('Tendance feuillet', 'Flexibilite', 'Pi')
26.97;2;('Tendance feuillet', 'Flexibilite', 'Pi')
26.32;3;('Tendance feuillet', 'Flexibilite', 'Pi')
25.33;4;('Tendance feuillet', 'Flexibilite', 'Pi')
25.33;5;('Tendance feuillet', 'Flexibilite', 'Pi')
24.34;6;('Tendance feuillet', 'Flexibilite', 'Pi')
24.01;7;('Tendance feuillet', 'Flexibilite', 'Pi')
24.34;8;('Tendance feuillet', 'Flexibilite', 'Pi')
25.99;9;('Tendance feuillet', 'Flexibilite', 'Pi')
23.03;10;('Tendance feuillet', 'Flexibilite', 'Pi')
24.34;11;('Tendance feuillet', 'Flexibilite', 'Pi')
23.36;12;('Tendance feuillet', 'Flexibilite', 'Pi')
22.37;13;('Tendance feuillet', 'Flexibilite', 'Pi')
22.37;14;('Tendance feuillet', 'Flexibilite', 'Pi')
22.7;15;('Tendance feuillet', 'Flexibilite', 'Pi')
23.03;16;('Tendance feuillet', 'Flexibilite', 'Pi')
22.04;17;('Tendance feuillet', 'Flexibilite', 'Pi')
23.36;18;('Tendance feuillet', 'Flexibilite', 'Pi')
23.03;19;('Tendance feuillet', 'Flexibilite', 'Pi')
26.64;1;('Tendance feuillet', 'Hydropathie', 'Pi')
28.29;2;('Tendance feuillet', 'Hydropathie', 'Pi')
26.64;3;('Tendance feuillet', 'Hydropathie', 'Pi')
26.64;4;('Tendance feuillet', 'Hydropathie', 'Pi')
28.29;5;('Tendance feuillet', 'Hydropathie', 'Pi')
28.29;6;('Tendance feuillet', 'Hydropathie', 'Pi')
26.97;7;('Tendance feuillet', 'Hydropathie', 'Pi')
25.66;8;('Tendance feuillet', 'Hydropathie', 'Pi')
25.99;9;('Tendance feuillet', 'Hydropathie', 'Pi')
27.3;10;('Tendance feuillet', 'Hydropathie', 'Pi')
28.29;11;('Tendance feuillet', 'Hydropathie', 'Pi')
25.99;12;('Tendance feuillet', 'Hydropathie', 'Pi')
26.64;13;('Tendance feuillet', 'Hydropathie', 'Pi')
26.64;14;('Tendance feuillet', 'Hydropathie', 'Pi')
26.64;15;('Tendance feuillet', 'Hydropathie', 'Pi')
29.61;16;('Tendance feuillet', 'Hydropathie', 'Pi')
29.28;17;('Tendance feuillet', 'Hydropathie', 'Pi')
28.95;18;('Tendance feuillet', 'Hydropathie', 'Pi')
29.93;19;('Tendance feuillet', 'Hydropathie', 'Pi')
26.32;1;('Flexibilite', 'Hydropathie', 'Pi')
29.28;2;('Flexibilite', 'Hydropathie', 'Pi')
29.28;3;('Flexibilite', 'Hydropathie', 'Pi')
28.95;4;('Flexibilite', 'Hydropathie', 'Pi')
29.28;5;('Flexibilite', 'Hydropathie', 'Pi')
29.28;6;('Flexibilite', 'Hydropathie', 'Pi')
28.29;7;('Flexibilite', 'Hydropathie', 'Pi')
28.95;8;('Flexibilite', 'Hydropathie', 'Pi')
29.93;9;('Flexibilite', 'Hydropathie', 'Pi')
28.62;10;('Flexibilite', 'Hydropathie', 'Pi')
29.61;11;('Flexibilite', 'Hydropathie', 'Pi')
28.29;12;('Flexibilite', 'Hydropathie', 'Pi')
30.26;13;('Flexibilite', 'Hydropathie', 'Pi')
29.61;14;('Flexibilite', 'Hydropathie', 'Pi')
29.93;15;('Flexibilite', 'Hydropathie', 'Pi')
29.28;16;('Flexibilite', 'Hydropathie', 'Pi')
29.28;17;('Flexibilite', 'Hydropathie', 'Pi')
28.29;18;('Flexibilite', 'Hydropathie', 'Pi')
28.62;19;('Flexibilite', 'Hydropathie', 'Pi')
25.66;1;('Taille', 'Polarite', 'Charge', 'Volume')
28.95;2;('Taille', 'Polarite', 'Charge', 'Volume')
30.59;3;('Taille', 'Polarite', 'Charge', 'Volume')
28.95;4;('Taille', 'Polarite', 'Charge', 'Volume')
26.64;5;('Taille', 'Polarite', 'Charge', 'Volume')
25.66;6;('Taille', 'Polarite', 'Charge', 'Volume')
23.03;7;('Taille', 'Polarite', 'Charge', 'Volume')
24.34;8;('Taille', 'Polarite', 'Charge', 'Volume')
21.71;9;('Taille', 'Polarite', 'Charge', 'Volume')
23.03;10;('Taille', 'Polarite', 'Charge', 'Volume')
22.7;11;('Taille', 'Polarite', 'Charge', 'Volume')
24.34;12;('Taille', 'Polarite', 'Charge', 'Volume')
23.03;13;('Taille', 'Polarite', 'Charge', 'Volume')
23.36;14;('Taille', 'Polarite', 'Charge', 'Volume')
22.7;15;('Taille', 'Polarite', 'Charge', 'Volume')
24.34;16;('Taille', 'Polarite', 'Charge', 'Volume')
21.71;17;('Taille', 'Polarite', 'Charge', 'Volume')
23.36;18;('Taille', 'Polarite', 'Charge', 'Volume')
22.7;19;('Taille', 'Polarite', 'Charge', 'Volume')
23.03;1;('Taille', 'Polarite', 'Charge', 'Tendance helice')
26.64;2;('Taille', 'Polarite', 'Charge', 'Tendance helice')
26.97;3;('Taille', 'Polarite', 'Charge', 'Tendance helice')
25.99;4;('Taille', 'Polarite', 'Charge', 'Tendance helice')
21.38;5;('Taille', 'Polarite', 'Charge', 'Tendance helice')
24.34;6;('Taille', 'Polarite', 'Charge', 'Tendance helice')
24.01;7;('Taille', 'Polarite', 'Charge', 'Tendance helice')
22.37;8;('Taille', 'Polarite', 'Charge', 'Tendance helice')
23.36;9;('Taille', 'Polarite', 'Charge', 'Tendance helice')
22.7;10;('Taille', 'Polarite', 'Charge', 'Tendance helice')
24.34;11;('Taille', 'Polarite', 'Charge', 'Tendance helice')
22.7;12;('Taille', 'Polarite', 'Charge', 'Tendance helice')
24.01;13;('Taille', 'Polarite', 'Charge', 'Tendance helice')
24.34;14;('Taille', 'Polarite', 'Charge', 'Tendance helice')
22.37;15;('Taille', 'Polarite', 'Charge', 'Tendance helice')
23.03;16;('Taille', 'Polarite', 'Charge', 'Tendance helice')
22.04;17;('Taille', 'Polarite', 'Charge', 'Tendance helice')
22.04;18;('Taille', 'Polarite', 'Charge', 'Tendance helice')
21.38;19;('Taille', 'Polarite', 'Charge', 'Tendance helice')
23.03;1;('Taille', 'Polarite', 'Charge', 'Tendance feuillet')
25.66;2;('Taille', 'Polarite', 'Charge', 'Tendance feuillet')
25.0;3;('Taille', 'Polarite', 'Charge', 'Tendance feuillet')
22.7;4;('Taille', 'Polarite', 'Charge', 'Tendance feuillet')
20.39;5;('Taille', 'Polarite', 'Charge', 'Tendance feuillet')
23.68;6;('Taille', 'Polarite', 'Charge', 'Tendance feuillet')
22.7;7;('Taille', 'Polarite', 'Charge', 'Tendance feuillet')
24.01;8;('Taille', 'Polarite', 'Charge', 'Tendance feuillet')
23.68;9;('Taille', 'Polarite', 'Charge', 'Tendance feuillet')
22.04;10;('Taille', 'Polarite', 'Charge', 'Tendance feuillet')
24.01;11;('Taille', 'Polarite', 'Charge', 'Tendance feuillet')
24.34;12;('Taille', 'Polarite', 'Charge', 'Tendance feuillet')
24.01;13;('Taille', 'Polarite', 'Charge', 'Tendance feuillet')
24.01;14;('Taille', 'Polarite', 'Charge', 'Tendance feuillet')
23.36;15;('Taille', 'Polarite', 'Charge', 'Tendance feuillet')
20.72;16;('Taille', 'Polarite', 'Charge', 'Tendance feuillet')
19.74;17;('Taille', 'Polarite', 'Charge', 'Tendance feuillet')
19.41;18;('Taille', 'Polarite', 'Charge', 'Tendance feuillet')
20.39;19;('Taille', 'Polarite', 'Charge', 'Tendance feuillet')
24.34;1;('Taille', 'Polarite', 'Charge', 'Flexibilite')
27.3;2;('Taille', 'Polarite', 'Charge', 'Flexibilite')
27.63;3;('Taille', 'Polarite', 'Charge', 'Flexibilite')
25.66;4;('Taille', 'Polarite', 'Charge', 'Flexibilite')
22.37;5;('Taille', 'Polarite', 'Charge', 'Flexibilite')
25.33;6;('Taille', 'Polarite', 'Charge', 'Flexibilite')
25.33;7;('Taille', 'Polarite', 'Charge', 'Flexibilite')
25.0;8;('Taille', 'Polarite', 'Charge', 'Flexibilite')
25.0;9;('Taille', 'Polarite', 'Charge', 'Flexibilite')
24.67;10;('Taille', 'Polarite', 'Charge', 'Flexibilite')
24.34;11;('Taille', 'Polarite', 'Charge', 'Flexibilite')
23.03;12;('Taille', 'Polarite', 'Charge', 'Flexibilite')
23.36;13;('Taille', 'Polarite', 'Charge', 'Flexibilite')
24.34;14;('Taille', 'Polarite', 'Charge', 'Flexibilite')
22.04;15;('Taille', 'Polarite', 'Charge', 'Flexibilite')
21.71;16;('Taille', 'Polarite', 'Charge', 'Flexibilite')
21.05;17;('Taille', 'Polarite', 'Charge', 'Flexibilite')
22.04;18;('Taille', 'Polarite', 'Charge', 'Flexibilite')
21.05;19;('Taille', 'Polarite', 'Charge', 'Flexibilite')
25.33;1;('Taille', 'Polarite', 'Charge', 'Hydropathie')
27.3;2;('Taille', 'Polarite', 'Charge', 'Hydropathie')
24.34;3;('Taille', 'Polarite', 'Charge', 'Hydropathie')
27.96;4;('Taille', 'Polarite', 'Charge', 'Hydropathie')
22.37;5;('Taille', 'Polarite', 'Charge', 'Hydropathie')
23.03;6;('Taille', 'Polarite', 'Charge', 'Hydropathie')
25.0;7;('Taille', 'Polarite', 'Charge', 'Hydropathie')
23.03;8;('Taille', 'Polarite', 'Charge', 'Hydropathie')
21.71;9;('Taille', 'Polarite', 'Charge', 'Hydropathie')
23.03;10;('Taille', 'Polarite', 'Charge', 'Hydropathie')
21.71;11;('Taille', 'Polarite', 'Charge', 'Hydropathie')
22.37;12;('Taille', 'Polarite', 'Charge', 'Hydropathie')
22.37;13;('Taille', 'Polarite', 'Charge', 'Hydropathie')
24.01;14;('Taille', 'Polarite', 'Charge', 'Hydropathie')
22.7;15;('Taille', 'Polarite', 'Charge', 'Hydropathie')
24.34;16;('Taille', 'Polarite', 'Charge', 'Hydropathie')
24.67;17;('Taille', 'Polarite', 'Charge', 'Hydropathie')
24.01;18;('Taille', 'Polarite', 'Charge', 'Hydropathie')
23.03;19;('Taille', 'Polarite', 'Charge', 'Hydropathie')
24.34;1;('Taille', 'Polarite', 'Charge', 'Pi')
27.63;2;('Taille', 'Polarite', 'Charge', 'Pi')
28.29;3;('Taille', 'Polarite', 'Charge', 'Pi')
26.32;4;('Taille', 'Polarite', 'Charge', 'Pi')
25.66;5;('Taille', 'Polarite', 'Charge', 'Pi')
29.93;6;('Taille', 'Polarite', 'Charge', 'Pi')
26.97;7;('Taille', 'Polarite', 'Charge', 'Pi')
27.63;8;('Taille', 'Polarite', 'Charge', 'Pi')
24.34;9;('Taille', 'Polarite', 'Charge', 'Pi')
26.64;10;('Taille', 'Polarite', 'Charge', 'Pi')
25.0;11;('Taille', 'Polarite', 'Charge', 'Pi')
25.66;12;('Taille', 'Polarite', 'Charge', 'Pi')
24.01;13;('Taille', 'Polarite', 'Charge', 'Pi')
23.68;14;('Taille', 'Polarite', 'Charge', 'Pi')
22.04;15;('Taille', 'Polarite', 'Charge', 'Pi')
23.36;16;('Taille', 'Polarite', 'Charge', 'Pi')
22.37;17;('Taille', 'Polarite', 'Charge', 'Pi')
23.36;18;('Taille', 'Polarite', 'Charge', 'Pi')
23.36;19;('Taille', 'Polarite', 'Charge', 'Pi')
24.67;1;('Taille', 'Polarite', 'Volume', 'Tendance helice')
29.28;2;('Taille', 'Polarite', 'Volume', 'Tendance helice')
29.28;3;('Taille', 'Polarite', 'Volume', 'Tendance helice')
28.95;4;('Taille', 'Polarite', 'Volume', 'Tendance helice')
25.66;5;('Taille', 'Polarite', 'Volume', 'Tendance helice')
25.33;6;('Taille', 'Polarite', 'Volume', 'Tendance helice')
21.38;7;('Taille', 'Polarite', 'Volume', 'Tendance helice')
23.36;8;('Taille', 'Polarite', 'Volume', 'Tendance helice')
20.72;9;('Taille', 'Polarite', 'Volume', 'Tendance helice')
22.04;10;('Taille', 'Polarite', 'Volume', 'Tendance helice')
22.7;11;('Taille', 'Polarite', 'Volume', 'Tendance helice')
24.67;12;('Taille', 'Polarite', 'Volume', 'Tendance helice')
23.68;13;('Taille', 'Polarite', 'Volume', 'Tendance helice')
23.68;14;('Taille', 'Polarite', 'Volume', 'Tendance helice')
22.7;15;('Taille', 'Polarite', 'Volume', 'Tendance helice')
23.68;16;('Taille', 'Polarite', 'Volume', 'Tendance helice')
21.38;17;('Taille', 'Polarite', 'Volume', 'Tendance helice')
24.01;18;('Taille', 'Polarite', 'Volume', 'Tendance helice')
22.7;19;('Taille', 'Polarite', 'Volume', 'Tendance helice')
27.96;1;('Taille', 'Polarite', 'Volume', 'Tendance feuillet')
30.59;2;('Taille', 'Polarite', 'Volume', 'Tendance feuillet')
30.26;3;('Taille', 'Polarite', 'Volume', 'Tendance feuillet')
29.28;4;('Taille', 'Polarite', 'Volume', 'Tendance feuillet')
25.99;5;('Taille', 'Polarite', 'Volume', 'Tendance feuillet')
24.67;6;('Taille', 'Polarite', 'Volume', 'Tendance feuillet')
22.7;7;('Taille', 'Polarite', 'Volume', 'Tendance feuillet')
23.68;8;('Taille', 'Polarite', 'Volume', 'Tendance feuillet')
20.07;9;('Taille', 'Polarite', 'Volume', 'Tendance feuillet')
21.71;10;('Taille', 'Polarite', 'Volume', 'Tendance feuillet')
22.7;11;('Taille', 'Polarite', 'Volume', 'Tendance feuillet')
23.68;12;('Taille', 'Polarite', 'Volume', 'Tendance feuillet')
23.03;13;('Taille', 'Polarite', 'Volume', 'Tendance feuillet')
23.36;14;('Taille', 'Polarite', 'Volume', 'Tendance feuillet')
21.71;15;('Taille', 'Polarite', 'Volume', 'Tendance feuillet')
22.7;16;('Taille', 'Polarite', 'Volume', 'Tendance feuillet')
21.05;17;('Taille', 'Polarite', 'Volume', 'Tendance feuillet')
23.68;18;('Taille', 'Polarite', 'Volume', 'Tendance feuillet')
22.37;19;('Taille', 'Polarite', 'Volume', 'Tendance feuillet')
26.32;1;('Taille', 'Polarite', 'Volume', 'Flexibilite')
29.93;2;('Taille', 'Polarite', 'Volume', 'Flexibilite')
29.93;3;('Taille', 'Polarite', 'Volume', 'Flexibilite')
29.61;4;('Taille', 'Polarite', 'Volume', 'Flexibilite')
25.99;5;('Taille', 'Polarite', 'Volume', 'Flexibilite')
25.0;6;('Taille', 'Polarite', 'Volume', 'Flexibilite')
22.04;7;('Taille', 'Polarite', 'Volume', 'Flexibilite')
23.68;8;('Taille', 'Polarite', 'Volume', 'Flexibilite')
20.39;9;('Taille', 'Polarite', 'Volume', 'Flexibilite')
22.04;10;('Taille', 'Polarite', 'Volume', 'Flexibilite')
22.7;11;('Taille', 'Polarite', 'Volume', 'Flexibilite')
25.0;12;('Taille', 'Polarite', 'Volume', 'Flexibilite')
23.68;13;('Taille', 'Polarite', 'Volume', 'Flexibilite')
24.01;14;('Taille', 'Polarite', 'Volume', 'Flexibilite')
22.7;15;('Taille', 'Polarite', 'Volume', 'Flexibilite')
23.68;16;('Taille', 'Polarite', 'Volume', 'Flexibilite')
21.38;17;('Taille', 'Polarite', 'Volume', 'Flexibilite')
24.34;18;('Taille', 'Polarite', 'Volume', 'Flexibilite')
22.7;19;('Taille', 'Polarite', 'Volume', 'Flexibilite')
31.58;1;('Taille', 'Polarite', 'Volume', 'Hydropathie')
33.55;2;('Taille', 'Polarite', 'Volume', 'Hydropathie')
30.59;3;('Taille', 'Polarite', 'Volume', 'Hydropathie')
29.93;4;('Taille', 'Polarite', 'Volume', 'Hydropathie')
28.95;5;('Taille', 'Polarite', 'Volume', 'Hydropathie')
25.66;6;('Taille', 'Polarite', 'Volume', 'Hydropathie')
24.01;7;('Taille', 'Polarite', 'Volume', 'Hydropathie')
24.34;8;('Taille', 'Polarite', 'Volume', 'Hydropathie')
23.36;9;('Taille', 'Polarite', 'Volume', 'Hydropathie')
23.68;10;('Taille', 'Polarite', 'Volume', 'Hydropathie')
23.68;11;('Taille', 'Polarite', 'Volume', 'Hydropathie')
24.01;12;('Taille', 'Polarite', 'Volume', 'Hydropathie')
25.33;13;('Taille', 'Polarite', 'Volume', 'Hydropathie')
24.01;14;('Taille', 'Polarite', 'Volume', 'Hydropathie')
25.0;15;('Taille', 'Polarite', 'Volume', 'Hydropathie')
23.68;16;('Taille', 'Polarite', 'Volume', 'Hydropathie')
23.68;17;('Taille', 'Polarite', 'Volume', 'Hydropathie')
24.34;18;('Taille', 'Polarite', 'Volume', 'Hydropathie')
23.68;19;('Taille', 'Polarite', 'Volume', 'Hydropathie')
26.64;1;('Taille', 'Polarite', 'Volume', 'Pi')
29.61;2;('Taille', 'Polarite', 'Volume', 'Pi')
29.28;3;('Taille', 'Polarite', 'Volume', 'Pi')
27.63;4;('Taille', 'Polarite', 'Volume', 'Pi')
25.66;5;('Taille', 'Polarite', 'Volume', 'Pi')
24.67;6;('Taille', 'Polarite', 'Volume', 'Pi')
24.01;7;('Taille', 'Polarite', 'Volume', 'Pi')
25.0;8;('Taille', 'Polarite', 'Volume', 'Pi')
22.7;9;('Taille', 'Polarite', 'Volume', 'Pi')
23.68;10;('Taille', 'Polarite', 'Volume', 'Pi')
22.37;11;('Taille', 'Polarite', 'Volume', 'Pi')
23.68;12;('Taille', 'Polarite', 'Volume', 'Pi')
23.03;13;('Taille', 'Polarite', 'Volume', 'Pi')
22.37;14;('Taille', 'Polarite', 'Volume', 'Pi')
23.36;15;('Taille', 'Polarite', 'Volume', 'Pi')
23.03;16;('Taille', 'Polarite', 'Volume', 'Pi')
22.04;17;('Taille', 'Polarite', 'Volume', 'Pi')
22.04;18;('Taille', 'Polarite', 'Volume', 'Pi')
23.03;19;('Taille', 'Polarite', 'Volume', 'Pi')
22.04;1;('Taille', 'Polarite', 'Tendance helice', 'Tendance feuillet')
